time,amount,merchant_risk,device_score,distance_from_home_km,is_fraud
133052,31.99,3,45,37.52,0
26431,6.58,2,19,47.89,0
84976,26.33,10,77,48.75,0
82711,25.83,7,68,2.44,0
26385,61.97,7,83,12.19,0
169230,34.66,9,50,0.01,0
154091,61.77,5,25,14.12,0
18639,66.92,4,38,51.6,0
85530,285.7,8,95,4.44,1
21563,24.16,4,36,20.42,0
170413,12.92,4,68,20.68,0
115672,42.35,2,56,3.5,0
136848,14.85,1,39,5.45,0
167516,145.76,4,63,12.4,0
139783,24.95,7,7,4.17,1
82970,18.81,9,58,17.59,0
85553,20.67,9,80,13.25,0
161779,67.93,10,59,14.65,0
170182,28.28,1,48,2.89,0
82879,17.43,5,5,14.57,1
169899,175.1,7,87,1.01,0
136727,14.07,7,36,42.66,0
44859,34.31,10,96,8.41,0
52098,63.58,6,88,38.81,0
146323,6.48,10,25,24.19,0
122413,53.53,4,45,29.06,0
526,11.53,3,92,7.55,0
68760,75.4,9,19,5.17,0
47837,12.65,10,7,10.44,1
11536,66.21,4,58,0.49,0
28541,100.07,8,81,50.21,0
79083,78.37,1,66,9.79,0
34531,42.58,7,80,89.41,0
8712,26.28,6,39,28.66,0
104101,18.61,1,18,1.68,0
65455,144.18,4,1,21.59,1
74744,16.45,5,63,6.32,0
129749,11.74,8,3,5.59,1
5109,64.42,4,21,5.93,0
49268,14.94,3,30,49.56,0
54615,12.81,2,11,13.86,1
82503,7.82,4,22,22.14,0
160831,20.43,10,57,6.6,0
85708,30.49,4,89,14.8,0
102471,42.23,10,3,8.62,1
157661,85.74,5,30,7.75,0
161087,56.09,7,88,5.67,0
160081,27.36,9,45,10.52,0
83309,27.16,2,36,21.58,0
126446,55.16,5,87,5.02,0
106661,118.22,10,72,67.3,0
157215,37.57,9,64,2.66,0
6154,20.72,3,54,13.09,0
152876,12.27,1,68,1.78,0
172760,7.81,2,50,0.46,0
64288,64.47,6,31,51.2,0
51195,59.03,5,29,33.26,0
20581,58.99,1,59,23.69,0
30087,29.12,1,36,40.08,0
164053,135.22,4,77,32.48,0
69298,20.41,4,73,20.84,0
46167,86.08,6,85,37.59,0
39499,31.86,6,67,9.91,0
125816,18.02,10,89,16.09,0
169631,59.89,6,89,29.95,0
96347,49.88,1,76,1.77,0
48787,47.32,10,93,39.13,0
35488,35.92,9,11,3.41,1
74441,31.88,7,11,39.98,1
22431,360.82,7,26,7.46,0
61681,108.23,7,53,7.91,0
122720,68.23,2,14,1.54,1
49153,37.03,2,64,43.41,0
6368,90.66,6,80,3.84,0
158496,55.59,7,10,19.89,1
112360,33.99,3,31,20.65,0
112755,24.45,4,95,6.6,0
56985,30.54,3,36,84.9,0
50069,1.39,7,10,1.33,1
52326,40.88,7,26,18.72,0
108737,20.32,4,20,13.06,0
154470,162.82,7,44,5.63,0
50861,33.76,5,62,3.57,0
75897,10.08,1,73,26.72,0
127118,31.5,10,79,49.61,0
68577,11.63,4,9,2.28,1
9078,53.17,7,71,4.31,0
156075,44.3,2,90,85.76,0
62768,86.3,2,24,0.3,0
51047,15.02,1,12,14.2,1
71626,34.26,2,60,14.52,0
57660,8.46,10,84,6.11,0
132997,66.79,8,78,21.76,0
117832,55.64,8,86,57.99,0
130406,54.37,8,16,11.96,0
125150,33.17,1,29,27.68,0
157087,50.14,1,32,20.77,0
33320,164.74,10,83,12.81,0
64881,24.9,4,35,1.02,0
90827,38.04,6,43,27.08,0
102215,11.18,8,96,9.03,0
157361,13.9,2,53,5.08,0
134461,36.52,3,20,59.23,0
156755,99.88,6,84,29.7,0
144701,25.63,10,8,65.55,1
61550,26.16,4,99,5.92,0
24826,22.05,2,42,36.13,0
100734,19.4,7,77,18.72,0
157702,44.48,4,70,79.8,0
98511,7.41,8,16,58.49,0
11653,119.22,8,69,72.21,0
159033,17.02,7,53,60.63,0
81941,68.16,10,45,0.15,0
33662,9.3,9,51,27.03,0
98818,64.64,4,98,6.35,0
152360,64.84,7,6,24.42,1
95081,48.63,10,33,78.86,0
36877,12.25,10,79,0.8,0
111562,42.5,1,15,16.74,0
146385,10.14,4,14,26.56,1
72715,25.72,2,39,5.84,0
141398,92.7,9,63,5.1,0
110091,73.46,5,5,1.24,1
132632,33.62,3,90,1.97,0
79148,12.49,4,81,21.39,0
83186,63.15,6,52,14.07,0
157817,33.76,10,16,0.61,0
162962,3.25,1,99,69.91,0
151094,72.43,7,38,21.34,0
123629,32.32,8,53,14.49,0
70316,110.22,7,87,6.37,0
28380,11.08,7,77,21.46,0
110198,1.38,9,97,9.06,0
2356,43.78,4,93,24.25,0
70326,44.33,7,53,22.95,0
92447,6.11,9,46,1.95,0
114994,12.45,5,98,48.0,0
20049,520.72,2,98,13.35,0
105361,24.4,5,91,9.98,0
16082,68.78,4,15,62.23,0
661,17.28,8,59,11.53,0
168484,4.09,5,50,25.55,0
2920,27.93,9,9,21.29,1
79561,25.39,9,26,3.61,0
8946,22.2,3,3,94.53,1
16309,29.53,10,100,12.46,0
55230,43.13,6,47,10.04,0
111822,28.5,6,5,50.42,1
161099,9.36,4,62,15.07,0
112340,53.85,10,84,24.42,0
59321,4.71,3,84,37.45,0
132028,4.26,1,5,5.37,1
74131,69.35,7,10,3.71,1
25963,54.98,5,80,1.42,0
101757,31.27,10,63,45.49,0
170515,8.2,7,25,4.47,0
99259,16.32,1,44,7.36,0
39063,25.46,8,25,6.73,0
114225,6.71,3,30,7.27,0
116400,15.82,7,14,22.06,1
80818,63.58,3,86,61.63,0
4703,138.01,3,43,7.99,0
72099,21.77,10,28,10.47,0
156921,70.56,9,94,29.49,0
162932,4.88,2,19,11.32,0
31585,64.04,4,42,52.09,0
153087,14.82,6,20,13.99,0
43585,45.03,3,99,8.55,0
26958,25.85,10,86,71.21,0
26017,124.02,10,79,11.09,0
124677,13.81,7,11,5.26,1
143273,62.03,7,54,3.91,0
29426,25.04,5,98,106.71,0
17778,28.27,3,24,27.97,0
42229,27.55,2,70,10.51,0
86652,14.22,4,17,35.02,0
128267,32.65,4,28,15.83,0
126503,31.1,8,50,7.64,0
84878,42.15,8,95,27.2,0
57056,36.04,5,100,27.4,0
158562,73.55,6,55,13.87,0
19975,83.39,8,73,0.92,0
157795,11.58,1,10,1.6,1
154351,78.95,5,21,31.09,0
142633,10.11,4,58,34.69,0
88397,59.61,4,34,22.68,0
33142,61.54,2,95,36.54,0
26916,4.9,10,93,25.42,0
64324,36.34,1,43,45.45,0
125932,20.73,6,11,3.26,1
135720,15.51,7,33,9.81,0
166205,127.85,5,58,12.48,0
96059,17.22,8,46,7.07,0
98317,14.79,9,61,25.85,0
35046,35.72,2,62,48.71,0
101459,65.73,4,1,10.64,1
45893,28.74,9,21,56.79,0
101520,106.31,5,62,14.55,0
125818,56.32,3,64,14.78,0
61272,3.75,6,87,18.34,0
67649,19.5,3,73,6.25,0
64674,18.88,5,56,9.67,0
144832,53.48,3,1,16.11,1
152999,2.4,6,21,56.94,0
86475,423.69,10,22,20.58,1
61367,56.32,5,54,8.1,0
143660,38.43,9,4,0.21,1
121750,107.94,3,65,79.98,0
118154,345.04,6,51,13.58,0
44738,79.1,8,74,55.77,0
33397,85.53,7,63,15.94,0
82189,37.74,6,15,18.6,0
76367,28.75,2,36,24.89,0
120585,20.58,7,29,7.74,0
76619,14.5,8,52,24.01,0
111453,16.66,1,46,14.96,0
19816,8.58,9,69,22.32,0
137348,30.7,4,29,36.14,0
79530,6.14,8,47,4.07,0
154571,40.08,10,91,19.02,0
108856,31.93,7,25,1.07,0
71635,38.36,10,80,2.15,0
107803,19.65,7,16,22.45,0
35946,718.28,2,100,1.47,0
55204,129.04,1,89,18.1,0
15563,9.54,4,41,4.97,0
92324,41.8,2,65,7.25,0
9847,18.03,8,69,2.78,0
26155,12.01,10,20,5.72,0
79671,8.67,7,69,34.44,0
116891,51.02,8,36,20.37,0
83310,16.75,6,93,59.82,0
149381,87.17,1,98,1.0,0
131691,89.46,9,58,31.44,0
34707,130.83,6,48,24.02,0
151409,14.12,10,82,6.05,0
81537,53.27,1,2,26.13,1
91155,62.33,1,80,25.21,0
281,20.61,8,29,12.3,0
158492,15.31,6,97,23.34,0
170102,165.59,8,16,11.76,0
132130,41.57,8,35,8.18,0
76260,62.55,8,62,12.57,0
159476,14.55,10,81,45.1,0
160928,9.78,7,4,9.71,1
140272,18.74,7,68,10.34,0
64178,29.25,10,51,18.75,0
33997,11.42,4,89,27.97,0
156683,32.79,9,33,26.53,0
119273,6.12,2,78,0.4,0
172307,10.8,9,24,23.26,0
166129,64.77,10,75,11.98,0
132311,60.57,3,25,14.85,0
126945,22.38,2,28,16.5,0
45272,11.97,4,7,26.31,1
89393,11.85,5,36,35.6,0
61212,22.8,2,10,20.78,1
146470,63.09,1,36,16.6,0
120030,83.78,10,95,9.36,0
56503,20.16,5,83,2.97,0
137710,10.45,9,18,63.68,0
6570,43.29,5,6,12.39,1
68785,14.53,10,92,16.7,0
9110,19.72,9,7,27.81,1
79141,124.62,10,12,1.42,1
12115,75.73,6,41,38.62,0
39062,38.78,3,63,31.89,0
22911,9.28,4,98,29.78,0
104061,40.91,4,25,0.44,0
32556,95.84,1,81,14.95,0
128335,22.75,3,53,1.12,0
1969,127.88,3,33,16.01,0
43753,120.63,1,87,25.35,0
135542,174.82,9,73,2.6,0
121863,44.94,1,6,23.74,1
10225,59.58,9,62,11.94,0
123008,136.21,1,66,33.38,0
154268,51.8,2,9,15.25,1
105823,20.06,2,67,8.19,0
13669,21.15,6,16,8.07,0
168452,42.04,7,89,45.56,0
124398,9.11,1,88,12.06,0
110677,28.7,3,93,10.41,0
48320,99.14,2,55,0.81,0
146649,3.7,8,40,9.06,0
125354,153.62,9,26,37.89,0
88009,101.74,2,38,28.62,0
28625,20.91,2,35,4.99,0
24089,57.02,10,87,10.66,0
36487,33.22,9,68,4.38,0
110448,113.29,4,59,61.68,0
50138,88.47,5,14,18.23,1
168280,8.17,9,47,28.08,0
54061,59.58,6,71,25.02,0
161731,26.96,10,72,41.38,0
101376,35.98,9,42,59.65,0
162962,15.99,9,51,0.66,0
79134,190.21,7,19,74.02,0
47055,93.7,10,66,40.89,0
19508,15.8,9,47,9.66,0
158056,8.72,5,65,36.29,0
110169,22.52,5,42,26.68,0
8125,51.14,8,38,31.51,0
36059,42.11,10,13,4.99,1
103409,115.95,4,44,20.91,0
148159,72.96,9,24,0.53,0
5704,87.32,7,96,37.71,0
111279,45.92,7,30,60.34,0
158280,8.25,3,70,21.7,0
118516,27.23,4,38,14.38,0
170954,95.59,7,97,25.87,0
156995,31.45,5,23,7.9,0
114044,54.77,3,74,19.69,0
29165,24.08,1,57,25.39,0
67203,11.82,7,79,3.08,0
4114,29.27,6,23,3.02,0
36321,45.11,10,36,25.19,0
73297,17.19,7,57,11.31,0
96652,26.16,2,1,44.0,1
99304,12.94,4,72,7.48,0
156498,101.42,2,3,0.87,1
17772,24.67,8,14,20.99,1
103754,141.56,7,81,23.06,0
3712,152.74,1,34,16.13,0
132439,30.54,2,70,23.0,0
115142,12.08,2,69,14.84,0
91736,4.11,4,51,23.59,0
51924,7.6,3,29,0.9,0
3726,8.38,1,99,9.19,0
89152,131.43,2,82,4.74,0
27723,37.18,9,48,2.09,0
126969,48.89,1,94,5.33,0
100494,3.6,9,79,4.25,0
140180,9.99,7,79,72.34,0
35643,80.41,2,16,6.75,0
162396,44.11,2,57,5.25,0
103896,28.58,5,97,36.02,0
139999,58.26,5,10,10.86,1
93680,170.0,4,19,10.95,0
96546,26.55,10,67,11.73,0
153515,35.49,10,36,10.78,0
79973,40.15,3,4,7.91,1
63449,362.17,4,75,6.75,0
109834,4.06,10,33,42.73,0
25537,65.58,4,28,3.53,0
77576,29.52,2,96,3.99,0
107522,58.37,5,80,16.96,0
22612,17.16,5,9,8.42,1
6471,31.53,5,75,10.95,0
166703,67.45,10,6,32.85,1
31348,744.65,1,49,46.79,0
1177,74.29,6,91,31.27,0
135832,14.18,2,76,5.36,0
32779,21.68,7,22,78.21,0
21636,21.04,4,48,9.03,0
81889,5.5,5,21,3.7,0
53551,23.81,5,33,13.84,0
142628,68.91,5,81,25.84,0
158670,9.26,2,56,1.74,0
142635,94.49,5,29,20.12,0
46819,53.93,3,53,39.05,0
73770,15.89,4,40,6.07,0
158038,28.75,2,74,23.63,0
158059,163.75,4,18,10.21,0
78714,68.96,9,47,10.69,0
24596,33.41,8,13,6.59,1
164246,26.11,3,27,19.58,0
64106,35.75,1,62,8.96,0
59182,19.85,1,74,35.55,0
87163,4.04,6,96,65.89,0
39310,255.23,3,45,54.69,0
56088,38.68,4,3,3.56,1
128803,49.31,1,22,0.29,0
139978,31.25,8,27,11.54,0
36914,15.88,1,55,26.1,0
110350,27.5,5,67,75.85,0
45379,6.69,6,33,30.6,0
168722,322.82,2,2,17.38,1
46413,9.64,7,75,0.53,0
137084,11.8,7,46,34.92,0
7151,21.32,1,74,3.9,0
57716,120.07,4,33,1.14,0
93747,33.6,4,58,37.99,0
167450,9.62,5,7,16.71,1
144539,116.09,1,15,2.75,0
162082,68.79,1,26,9.77,0
121999,56.74,7,11,1.79,1
114793,67.74,9,38,20.32,0
108177,362.99,1,27,6.64,0
12289,294.45,2,7,40.21,1
154243,16.66,6,1,8.86,1
86365,167.99,6,74,13.65,0
114014,48.58,2,21,1.31,0
160806,54.55,9,79,6.45,0
72588,6.1,4,30,22.59,0
63646,27.93,7,94,26.66,0
3654,14.69,6,8,5.56,1
18743,75.8,3,88,14.02,0
48368,96.65,8,83,34.02,0
137513,4.16,7,3,9.56,1
119735,32.39,9,55,2.87,0
155683,101.68,3,15,11.31,0
119891,27.48,1,36,18.36,0
107971,68.65,2,6,0.15,1
12149,47.05,1,42,8.57,0
100102,46.6,5,50,18.7,0
59189,25.25,10,18,60.69,0
152747,9.81,2,83,10.5,0
71031,10.79,3,50,3.56,0
42668,67.31,8,30,15.28,0
144745,33.77,10,77,6.73,0
88204,28.83,5,39,4.84,0
154741,21.67,4,12,17.85,1
165140,24.41,5,98,49.51,0
140507,94.34,10,59,36.06,0
37384,23.68,6,76,4.03,0
81929,8.66,7,44,29.04,0
127959,69.66,9,88,5.22,0
76153,26.98,1,4,6.87,1
75388,34.17,4,36,50.53,0
31401,165.27,9,48,48.39,0
119503,32.44,5,14,3.69,1
127834,44.22,8,81,1.33,0
34084,10.19,1,49,6.94,0
110641,26.58,4,67,17.43,0
105111,60.92,9,87,41.89,0
167523,6.99,1,77,2.53,0
138299,40.48,1,9,10.72,1
162982,36.63,4,21,6.34,0
36041,34.51,3,72,0.3,0
88920,93.42,7,81,31.07,0
65681,46.27,3,16,33.56,0
81571,145.19,1,16,5.0,0
127556,12.26,10,28,3.28,0
26160,37.94,2,51,3.12,0
17633,36.03,10,56,12.47,0
17014,11.37,4,80,5.66,0
80532,86.17,1,57,14.32,0
49104,338.55,1,52,9.72,0
172693,32.56,8,46,4.74,0
77231,54.87,7,78,27.82,0
68388,36.04,8,38,3.26,0
16014,16.22,4,84,32.08,0
92578,5.36,6,48,16.49,0
164827,16.35,3,41,35.68,0
40390,8.23,8,98,0.1,0
23711,182.02,4,59,27.66,0
91658,29.51,3,93,1.06,0
57993,23.43,4,67,59.95,0
158285,80.57,6,74,24.26,0
7421,10.79,7,84,7.72,0
17727,15.38,7,66,7.71,0
112418,35.45,4,27,39.54,0
4358,92.64,8,32,46.63,0
65108,54.69,7,56,44.43,0
94018,42.45,2,10,33.08,1
124457,35.81,8,40,34.19,0
163189,49.41,9,17,17.01,0
31910,40.51,5,58,0.57,0
126888,11.82,4,97,1.82,0
55754,34.68,4,6,20.97,1
109847,11.32,4,39,10.26,0
160443,35.91,6,18,16.75,0
38467,20.48,4,73,5.26,0
148697,419.63,7,72,20.96,0
33893,31.82,7,89,5.56,0
76329,8.13,5,95,12.35,0
31007,28.96,5,42,13.03,0
170604,55.67,10,4,3.91,1
54253,176.51,8,20,41.78,0
12323,18.37,7,28,14.92,0
111335,6.8,7,40,40.32,0
112356,74.95,6,65,6.09,0
110944,8.33,7,44,3.78,0
145282,21.41,7,23,0.36,0
16456,25.59,10,57,1.97,0
31367,30.89,2,47,3.19,0
54624,65.97,10,13,1.64,1
141178,16.72,2,16,45.44,0
68008,25.19,10,90,48.48,0
125926,32.65,7,55,55.41,0
115395,38.46,10,95,64.31,0
116492,36.52,7,65,13.54,0
72240,51.21,7,81,15.1,0
64315,77.0,5,16,2.8,0
10756,49.04,1,37,2.95,0
36378,52.12,2,52,29.63,0
135327,6.81,9,10,38.72,1
145556,34.82,8,38,30.72,0
125703,53.49,8,44,35.98,0
56549,68.64,10,95,6.48,0
165575,16.57,1,74,12.55,0
73794,17.13,6,54,12.29,0
45113,18.65,9,98,107.13,0
74069,56.62,8,51,59.59,0
136321,93.12,3,52,18.25,0
150273,22.03,4,70,2.97,0
125541,82.1,3,92,5.98,0
9686,37.47,6,92,9.04,0
53363,29.25,9,59,41.3,0
97543,26.81,8,13,3.74,1
131733,69.87,10,41,4.96,0
95673,45.86,4,12,8.6,1
42828,322.41,2,50,52.32,0
48604,14.12,8,57,14.02,0
10526,55.6,8,50,20.82,0
68910,19.51,6,57,9.8,0
25592,13.88,8,54,4.18,0
28982,32.76,9,66,5.04,0
207,37.99,1,8,32.46,1
88733,612.88,9,63,44.79,1
124982,27.55,2,9,13.59,1
68619,10.7,1,60,8.83,0
160400,43.51,8,63,32.99,0
46479,4.16,8,72,22.36,0
151175,30.21,4,3,0.83,1
170963,33.65,8,73,8.64,0
141826,73.3,7,13,22.92,1
81437,87.67,2,9,17.05,1
98540,20.01,5,95,76.4,0
72982,28.49,10,89,40.22,0
102747,15.39,4,52,1.23,0
48231,10.72,3,62,25.88,0
29301,45.15,1,8,8.2,1
172395,9.27,5,95,22.92,0
18752,21.88,10,45,19.21,0
98452,12.24,8,53,13.99,0
144467,57.38,9,63,38.34,0
121237,200.62,7,95,24.67,0
56273,9.01,1,81,44.06,0
91878,5.19,1,57,6.61,0
4895,29.23,1,54,8.56,0
119968,33.64,2,19,19.45,0
115700,41.21,1,67,67.9,0
76559,21.19,4,46,9.29,0
10699,27.1,10,94,0.66,0
9715,47.82,9,10,11.81,1
19169,93.73,4,93,15.7,0
118413,4.69,4,18,32.29,0
147235,22.9,7,12,26.08,1
119264,41.01,9,49,66.86,0
5782,13.22,7,23,30.53,0
124481,187.01,1,62,7.09,0
35585,17.54,1,11,20.51,1
30682,31.78,4,73,22.31,0
129992,57.74,4,56,124.5,0
84416,18.33,1,88,2.99,0
127810,5.22,6,89,4.25,0
38067,21.57,10,55,3.38,0
18073,92.71,2,25,17.79,0
36035,23.64,5,9,2.91,1
90373,14.2,8,12,21.34,1
83362,83.57,3,11,32.57,1
90517,23.79,9,38,11.34,0
65450,19.88,7,28,16.45,0
10382,38.45,9,8,48.77,1
135509,71.58,1,74,16.86,0
61929,358.42,5,89,4.68,0
98864,75.73,3,47,8.41,0
143401,105.62,4,36,15.09,0
25169,19.97,4,50,3.37,0
87468,11.87,7,9,18.96,1
34594,35.25,10,60,143.8,0
45033,36.86,8,72,21.14,0
63133,11.26,10,67,9.32,0
73861,27.79,5,53,8.06,0
31750,49.37,10,82,53.65,0
40461,47.48,7,99,41.04,0
78222,54.83,3,17,12.79,0
112020,44.3,3,100,8.72,0
24226,19.95,3,53,24.79,0
6721,19.81,4,28,7.55,0
20609,9.98,6,63,2.54,0
130513,197.31,5,15,7.43,0
104211,33.56,8,19,11.39,0
136728,26.45,5,86,5.9,0
124865,13.08,5,70,4.89,0
74520,623.69,10,47,0.12,1
64309,11.32,2,71,19.93,0
29984,21.57,5,48,19.06,0
118947,50.19,7,73,4.17,0
5901,60.35,2,20,57.52,0
162624,86.31,6,37,10.54,0
31055,201.87,7,75,0.52,0
168757,54.94,5,2,4.96,1
145788,11.52,9,64,23.56,0
114099,25.61,4,86,4.5,0
11138,45.05,10,36,1.11,0
166370,261.97,1,5,19.23,1
23429,8.18,8,64,14.61,0
50200,110.23,8,7,28.65,1
101268,39.64,7,70,29.62,0
17347,76.54,8,22,64.35,0
147992,29.9,2,74,1.17,0
31822,14.26,3,46,0.8,0
40108,70.17,9,40,87.16,0
128955,63.72,1,61,20.7,0
7967,87.54,8,46,25.13,0
110719,32.68,8,84,2.03,0
11871,18.18,7,28,1.45,0
164685,6.97,5,87,3.49,0
28179,75.14,4,35,11.14,0
55099,50.6,10,1,2.33,1
35262,12.61,10,29,11.82,0
78213,19.33,10,9,16.49,1
117407,20.76,10,9,0.01,1
149340,7.52,6,22,2.43,0
86269,14.62,1,63,9.41,0
60545,10.66,5,66,1.1,0
39922,21.92,4,80,2.87,0
42913,15.82,4,58,5.27,0
97033,6.51,7,70,11.23,0
104792,250.28,9,55,25.09,1
119863,115.88,8,13,2.85,1
156104,15.2,8,97,26.79,0
168918,43.49,5,19,38.63,0
44936,50.27,6,79,21.08,0
160866,108.97,2,33,0.89,0
28141,14.61,3,74,11.62,0
140146,98.7,5,65,21.58,0
137478,19.15,2,60,76.81,0
97359,8.71,3,12,60.65,1
123279,68.32,4,43,10.07,0
154363,120.39,6,93,19.14,0
41568,440.5,5,17,44.29,0
97539,9.98,10,68,35.56,0
46851,66.61,4,29,13.06,0
54823,21.98,2,55,6.06,0
23312,72.48,5,7,2.95,1
165243,7.61,5,44,13.39,0
98723,9.37,7,77,25.66,0
12411,15.24,1,5,69.98,1
57009,35.84,4,60,39.58,0
146494,17.44,5,6,4.57,1
32371,64.01,8,98,25.44,0
57022,92.47,8,7,6.82,1
71229,60.31,1,46,23.01,0
99071,167.13,5,57,21.92,0
96774,50.19,10,54,6.36,0
26715,9.81,1,92,5.34,0
27605,129.46,1,46,2.19,0
99853,18.08,2,10,1.04,1
31174,82.3,2,4,39.1,1
141028,159.77,9,67,1.02,0
76373,52.28,4,25,1.86,0
69252,7.42,3,87,5.46,0
70017,13.22,1,91,43.72,0
63037,124.31,2,78,8.1,0
89818,27.96,6,61,4.26,0
6548,35.86,9,38,25.14,0
116981,70.73,5,32,7.69,0
154249,66.44,4,23,8.11,0
24022,43.76,5,37,26.86,0
106297,26.88,9,3,5.8,1
136614,24.22,7,99,45.41,0
60428,78.09,8,13,16.48,1
153812,57.6,4,34,15.44,0
59353,25.6,8,88,6.15,0
113132,97.72,6,65,36.05,0
16052,29.11,5,76,17.01,0
100689,14.13,7,8,3.38,1
131743,15.5,6,83,4.62,0
163,12.44,3,9,12.63,1
41424,25.22,5,28,30.25,0
141706,113.72,9,78,56.03,0
135870,14.8,7,91,21.78,0
22420,39.98,4,18,14.11,0
120575,17.17,7,42,5.77,0
29300,25.53,5,41,22.35,0
89881,7.32,2,70,80.62,0
10749,26.56,6,33,12.93,0
104131,27.28,7,89,3.54,0
156193,56.84,8,77,2.18,0
128563,41.4,6,54,6.27,0
37487,9.99,8,87,16.85,0
164433,97.92,7,36,58.68,0
21223,40.87,2,97,7.11,0
72930,40.38,6,85,7.29,0
145128,32.81,9,98,13.12,0
28380,19.73,6,56,50.15,0
26035,41.17,4,100,10.86,0
30620,53.28,7,17,5.05,0
150949,5.77,3,10,3.56,1
117360,19.32,5,87,12.21,0
53352,25.66,1,44,32.26,0
161983,42.78,10,2,6.89,1
163856,109.21,3,99,14.37,0
3191,15.31,8,14,18.48,1
164232,20.13,9,41,11.97,0
90536,19.84,9,2,4.26,1
104576,14.86,10,19,50.96,0
3631,23.4,2,80,16.67,0
137244,71.58,4,89,26.12,0
42080,11.54,5,1,20.21,1
90353,50.8,3,2,124.78,1
151353,6.04,1,27,12.19,0
28671,18.89,6,2,11.07,1
122811,23.82,10,94,8.93,0
127734,176.77,2,51,8.98,0
159674,25.16,9,10,6.45,1
51399,3.66,1,19,78.88,0
154544,4.49,9,80,40.93,0
7099,34.26,7,13,7.62,1
156503,61.18,10,48,7.28,0
56492,48.2,2,56,2.19,0
96722,39.16,6,72,41.92,0
30111,105.88,8,56,9.3,0
63936,19.31,2,50,17.0,0
153686,81.04,5,95,46.13,0
60920,6.48,6,45,10.49,0
63530,13.4,3,89,32.89,0
167296,5.44,2,59,11.25,0
7788,25.16,6,39,24.14,0
28082,31.62,3,21,11.28,0
123287,37.12,2,55,9.98,0
89570,35.23,1,57,93.57,0
101015,13.1,8,41,18.95,0
83588,27.38,1,93,9.16,0
147603,7.41,5,70,5.96,0
88340,129.44,6,82,0.81,0
94439,24.44,3,49,24.52,0
141214,20.31,7,44,9.31,0
115053,162.22,2,35,34.44,0
48355,9.56,7,91,9.05,0
140938,10.74,2,5,9.35,1
125426,11.06,5,71,30.21,0
64027,30.94,7,74,13.45,0
159210,50.99,3,74,43.24,0
92601,69.39,4,51,17.84,0
29956,433.54,1,57,5.51,0
104797,3.49,3,58,16.8,0
124917,60.87,9,92,0.08,0
126303,18.97,10,36,7.49,0
136511,18.42,5,10,4.66,1
42533,17.82,8,50,21.24,0
159342,13.35,2,99,2.92,0
78815,178.49,3,99,6.85,0
39279,76.88,7,37,8.05,0
109787,33.89,10,20,0.07,0
154960,127.87,4,13,0.96,1
148702,7.3,9,75,7.45,0
61063,8.75,7,19,5.03,0
127896,3.75,1,92,2.49,0
166216,16.45,4,56,3.35,0
97661,38.93,10,45,36.1,0
138051,36.7,6,60,23.0,0
157261,38.45,6,68,13.24,0
123257,8.08,10,57,47.91,0
86205,73.93,6,54,0.6,0
6910,42.08,5,37,8.46,0
46857,68.93,3,83,34.68,0
34964,4.99,2,37,19.79,0
156299,45.22,3,14,80.0,1
137050,10.1,9,95,57.83,0
17153,22.26,3,92,3.73,0
59765,56.51,3,100,71.5,0
108212,36.27,1,44,58.2,0
39071,14.13,2,83,9.36,0
112990,33.32,3,42,81.35,0
69519,7.16,2,1,0.73,1
9503,104.61,8,23,21.62,0
95457,26.97,6,64,6.19,0
147977,101.35,7,28,2.77,0
45838,19.56,1,4,17.23,1
125200,19.62,6,41,7.32,0
89489,15.42,2,60,21.98,0
26806,79.53,6,18,15.53,0
153240,16.29,3,63,9.97,0
70119,63.09,7,61,4.01,0
38714,22.59,3,49,18.39,0
55419,4.59,9,47,35.35,0
105432,18.72,3,39,18.33,0
92949,10.18,7,89,18.86,0
133533,34.26,4,82,14.34,0
145363,10.07,8,6,9.83,1
76971,83.59,2,83,12.23,0
93471,30.23,8,53,91.21,0
64946,27.73,9,76,27.7,0
98989,63.81,8,25,11.26,0
84080,86.83,6,99,12.22,0
77794,32.46,10,65,13.85,0
30841,15.31,1,5,21.54,1
124447,5.62,7,65,12.55,0
120029,16.68,1,8,23.18,1
76272,17.86,7,39,7.99,0
37643,36.86,2,43,10.57,0
43950,23.45,8,82,39.91,0
100500,65.89,2,73,7.98,0
159116,17.94,3,5,66.73,1
125588,31.28,3,4,3.79,1
15997,108.2,1,93,5.53,0
79751,46.61,5,1,12.46,1
98605,31.19,5,94,31.93,0
154983,18.14,10,56,26.3,0
55533,17.58,5,45,3.83,0
82566,14.15,9,65,5.4,0
145643,19.28,6,3,17.13,1
108255,70.5,6,22,7.0,0
58005,26.53,3,72,10.97,0
43541,8.59,5,56,13.33,0
23387,194.06,10,18,18.04,0
93980,45.6,7,25,5.78,0
85457,8.11,3,48,3.56,0
144129,21.29,2,84,10.17,0
64028,37.0,5,31,1.71,0
119246,182.11,3,30,14.96,0
55731,10.93,5,80,36.6,0
155930,87.89,9,66,2.53,0
44638,134.22,10,81,2.39,0
20567,17.66,1,10,1.67,1
160811,25.09,4,71,37.66,0
57804,11.75,10,59,1.68,0
108821,27.02,5,51,82.04,0
3754,31.93,2,9,8.87,1
27044,64.05,2,54,7.97,0
67260,98.51,1,62,1.92,0
66912,15.67,8,81,17.62,0
8706,4.63,2,9,17.63,1
8894,32.42,3,9,13.62,1
149109,44.41,2,24,7.45,0
83986,42.5,4,39,9.2,0
81942,23.89,1,75,7.73,0
